advertiser,ad_unit,ad_ctr,revenue,impressions,ecpm
Churchill Downs Incorporated,21839579524 » am-android-foryou-large-ib-high,0.62%,1.99,162,12.31
Churchill Downs Incorporated,21839579524 » am-android-foryou-large-ib-low,0.00%,0.45,145,3.11
Churchill Downs Incorporated,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.87,167,5.20
Cigna,21839579524 » am-android-foryou-large-ib-high,3.16%,1.92,158,12.15
Cigna,21839579524 » am-android-foryou-large-ib-low,0.46%,1.97,648,3.05
Cigna,21839579524 » am-android-foryou-large-ib-medium,0.44%,3.43,679,5.06
Cimpress,21839579524 » am-android-foryou-large-ib-high,1.32%,80.42,"4,484",17.94
Cimpress,21839579524 » am-android-foryou-large-ib-low,0.66%,19.51,"5,602",3.48
Cimpress,21839579524 » am-android-foryou-large-ib-medium,0.82%,37.86,"5,873",6.45
Cimpress - cimpress.com,21839579524 » am-android-foryou-large-ib-high,0.59%,211.91,"17,482",12.12
Cimpress - cimpress.com,21839579524 » am-android-foryou-large-ib-low,0.40%,49.39,"16,291",3.03
Cimpress - cimpress.com,21839579524 » am-android-foryou-large-ib-medium,0.46%,93.95,"18,629",5.04
Cincinnati Children's Hospital Medical Center,21839579524 » am-android-foryou-large-ib-high,0.00%,0.04,3,12.01
Cincinnati Children's Hospital Medical Center,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,6,3.09
Cincinnati Children's Hospital Medical Center,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.06,11,5.15
Cineworld,21839579524 » am-android-foryou-large-ib-low,0.37%,4.05,"1,337",3.03
Cineworld,21839579524 » am-android-foryou-large-ib-medium,0.26%,22.80,"4,551",5.01
Circustrix Holdings,21839579524 » am-android-foryou-large-ib-high,0.59%,6.17,509,12.12
Circustrix Holdings,21839579524 » am-android-foryou-large-ib-low,0.46%,19.61,"6,479",3.03
Circustrix Holdings,21839579524 » am-android-foryou-large-ib-medium,0.34%,13.49,"2,681",5.03
Cirque du Soleil,21839579524 » am-android-foryou-large-ib-low,0.00%,0.04,12,3.00
Cirque du Soleil,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.00
Cisco Systems,21839579524 » am-android-foryou-large-ib-high,1.52%,1.60,132,12.11
Cisco Systems,21839579524 » am-android-foryou-large-ib-low,0.50%,3.61,"1,189",3.04
Cisco Systems,21839579524 » am-android-foryou-large-ib-medium,0.42%,3.65,708,5.15
Citigroup,21839579524 » am-android-foryou-large-ib-high,1.48%,215.17,"8,066",26.68
Citigroup,21839579524 » am-android-foryou-large-ib-low,1.03%,7.82,"1,161",6.73
Citigroup,21839579524 » am-android-foryou-large-ib-medium,0.67%,32.58,"2,963",10.99
Citizen Holdings,21839579524 » am-android-foryou-large-ib-high,3.67%,70.25,"4,447",15.80
Citizen Holdings,21839579524 » am-android-foryou-large-ib-low,2.02%,26.36,"7,688",3.43
Citizen Holdings,21839579524 » am-android-foryou-large-ib-medium,2.27%,44.98,"7,313",6.15
Citrus.ua,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,2,12.01
Citrus.ua,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.01
Citrus.ua,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,5.01
City Furniture,21839579524 » am-android-foryou-large-ib-high,2.57%,16.32,"1,012",16.12
City Furniture,21839579524 » am-android-foryou-large-ib-low,1.74%,4.26,"1,262",3.37
City Furniture,21839579524 » am-android-foryou-large-ib-medium,1.38%,8.27,"1,379",5.99
City Of Cincinnati,21839579524 » am-android-foryou-large-ib-high,0.00%,0.19,16,12.01
City Of Cincinnati,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,7,3.01
City Of Cincinnati,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.06,11,5.01
City Of Orlando,21839579524 » am-android-foryou-large-ib-high,1.54%,2.34,195,12.01
City Of Orlando,21839579524 » am-android-foryou-large-ib-low,0.00%,0.43,141,3.02
City Of Orlando,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.99,195,5.06
City of New York,21839579524 » am-android-foryou-large-ib-high,1.74%,2.07,172,12.01
City of New York,21839579524 » am-android-foryou-large-ib-low,0.60%,0.50,166,3.02
City of New York,21839579524 » am-android-foryou-large-ib-medium,0.54%,0.93,185,5.01
CityPASS,21839579524 » am-android-foryou-large-ib-high,1.35%,62.38,"4,680",13.33
CityPASS,21839579524 » am-android-foryou-large-ib-low,0.68%,21.98,"6,937",3.17
CityPASS,21839579524 » am-android-foryou-large-ib-medium,0.81%,35.48,"6,555",5.41
Clariness,21839579524 » am-android-foryou-large-ib-high,0.00%,0.34,28,12.01
Clariness,21839579524 » am-android-foryou-large-ib-low,0.00%,0.24,79,3.02
Clariness,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.22,43,5.09
Clarins Group,21839579524 » am-android-foryou-large-ib-high,0.35%,32.21,"2,568",12.54
Clarins Group,21839579524 » am-android-foryou-large-ib-low,0.38%,7.38,"2,395",3.08
Clarins Group,21839579524 » am-android-foryou-large-ib-medium,0.31%,15.07,"2,918",5.16
Clarios,21839579524 » am-android-foryou-large-ib-high,1.29%,3.86,311,12.40
Clarios,21839579524 » am-android-foryou-large-ib-low,0.76%,1.19,394,3.02
Clarios,21839579524 » am-android-foryou-large-ib-medium,0.93%,2.16,430,5.02
Clark Associates,21839579524 » am-android-foryou-large-ib-high,0.00%,0.07,6,12.01
Clark Associates,21839579524 » am-android-foryou-large-ib-low,12.50%,0.02,8,3.01
Clark Associates,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.04,8,5.01
Clarks,21839579524 » am-android-foryou-large-ib-high,0.00%,0.56,47,12.01
Clarks,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,11,3.01
Clarks,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.11,21,5.01
ClassifiedAds,21839579524 » am-android-foryou-large-ib-high,13.32%,23.95,"1,974",12.13
ClassifiedAds,21839579524 » am-android-foryou-large-ib-low,3.91%,59.96,"19,719",3.04
ClassifiedAds,21839579524 » am-android-foryou-large-ib-medium,5.83%,53.78,"10,613",5.07
"Clayton, Dubilier & Rice",21839579524 » am-android-foryou-large-ib-high,3.81%,29.21,"1,810",16.14
"Clayton, Dubilier & Rice",21839579524 » am-android-foryou-large-ib-low,2.09%,10.14,"2,969",3.42
"Clayton, Dubilier & Rice",21839579524 » am-android-foryou-large-ib-medium,1.87%,15.03,"2,456",6.12
Clear Link Technologies,21839579524 » am-android-foryou-large-ib-high,0.73%,1.65,137,12.01
Clear Link Technologies,21839579524 » am-android-foryou-large-ib-low,0.89%,3.05,"1,009",3.02
Clear Link Technologies,21839579524 » am-android-foryou-large-ib-medium,0.54%,2.80,554,5.05
Clear Mobile,21839579524 » am-android-foryou-large-ib-high,1.75%,0.69,57,12.11
Clear Mobile,21839579524 » am-android-foryou-large-ib-low,0.00%,0.33,108,3.03
Clear Mobile,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.49,95,5.11
Clemson University,21839579524 » am-android-foryou-large-ib-low,0.69%,0.50,145,3.45
Clemson University,21839579524 » am-android-foryou-large-ib-medium,0.33%,1.52,304,5.00
Cleveland Clinic,21839579524 » am-android-foryou-large-ib-high,0.65%,1.86,155,12.01
Cleveland Clinic,21839579524 » am-android-foryou-large-ib-low,0.27%,5.54,"1,837",3.02
Cleveland Clinic,21839579524 » am-android-foryou-large-ib-medium,0.42%,4.74,944,5.02
Cleveland State University,21839579524 » am-android-foryou-large-ib-high,0.35%,3.97,282,14.08
Cleveland State University,21839579524 » am-android-foryou-large-ib-low,0.00%,0.35,66,5.24
Cleveland State University,21839579524 » am-android-foryou-large-ib-medium,0.19%,7.18,"1,027",6.99
Clif Bar & Co.,21839579524 » am-android-foryou-large-ib-high,0.00%,0.20,17,12.01
Clif Bar & Co.,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,5,3.16
Clif Bar & Co.,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.16,32,5.04
Cliffside Malibu,21839579524 » am-android-foryou-large-ib-high,1.16%,2.07,172,12.01
Cliffside Malibu,21839579524 » am-android-foryou-large-ib-low,0.00%,0.09,31,3.05
Cliffside Malibu,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.38,75,5.01
Closet Factory,21839579524 » am-android-foryou-large-ib-high,1.35%,3.61,297,12.17
Closet Factory,21839579524 » am-android-foryou-large-ib-low,0.43%,5.69,"1,882",3.02
Closet Factory,21839579524 » am-android-foryou-large-ib-medium,0.66%,5.30,"1,053",5.03
Cloudflare,21839579524 » am-android-foryou-large-ib-high,0.37%,53.57,"1,875",28.57
Cloudflare,21839579524 » am-android-foryou-large-ib-low,0.00%,2.37,357,6.64
Cloudflare,21839579524 » am-android-foryou-large-ib-medium,0.17%,11.28,"1,166",9.67
Club Factory,21839579524 » am-android-foryou-large-ib-high,1.79%,160.41,"13,256",12.10
Club Factory,21839579524 » am-android-foryou-large-ib-low,0.72%,34.17,"11,248",3.04
Club Factory,21839579524 » am-android-foryou-large-ib-medium,0.91%,71.16,"14,110",5.04
Club Mediterranee,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.00
Club Mediterranee,21839579524 » am-android-foryou-large-ib-low,0.00%,0.00,1,3.00
Co-operative Group,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
CoStar Group,21839579524 » am-android-foryou-large-ib-high,6.08%,87.09,"5,826",14.95
CoStar Group,21839579524 » am-android-foryou-large-ib-low,2.37%,56.63,"17,697",3.20
CoStar Group,21839579524 » am-android-foryou-large-ib-medium,3.26%,65.12,"11,548",5.64
Coach Training Alliance,21839579524 » am-android-foryou-large-ib-high,0.00%,0.70,58,12.01
Coach Training Alliance,21839579524 » am-android-foryou-large-ib-low,0.00%,0.94,310,3.03
Coach Training Alliance,21839579524 » am-android-foryou-large-ib-medium,0.39%,1.28,254,5.06
Cobra Electronics,21839579524 » am-android-foryou-large-ib-high,0.00%,0.07,6,12.01
Cobra Electronics,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,8,3.01
Cobra Electronics,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,4,5.01
Coca-Cola Company,21839579524 » am-android-foryou-large-ib-high,4.02%,26.47,"2,189",12.09
Coca-Cola Company,21839579524 » am-android-foryou-large-ib-low,1.44%,4.66,"1,528",3.05
Coca-Cola Company,21839579524 » am-android-foryou-large-ib-medium,1.99%,12.25,"2,412",5.08
Code41 Watches,21839579524 » am-android-foryou-large-ib-high,3.03%,0.40,33,12.25
Code41 Watches,21839579524 » am-android-foryou-large-ib-low,5.08%,0.18,59,3.04
Code41 Watches,21839579524 » am-android-foryou-large-ib-medium,3.70%,0.27,54,5.00
Codefied,21839579524 » am-android-foryou-large-ib-high,3.57%,0.68,56,12.13
Codefied,21839579524 » am-android-foryou-large-ib-low,0.00%,0.54,179,3.03
Codefied,21839579524 » am-android-foryou-large-ib-medium,2.59%,0.58,116,5.04
Cogna,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.00
Coldwell Banker Real Estate,21839579524 » am-android-foryou-large-ib-high,1.72%,0.71,58,12.19
Coldwell Banker Real Estate,21839579524 » am-android-foryou-large-ib-low,0.52%,0.58,192,3.02
Coldwell Banker Real Estate,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.85,170,5.01
Colgate-Palmolive,21839579524 » am-android-foryou-large-ib-high,1.16%,20.17,"1,644",12.27
Colgate-Palmolive,21839579524 » am-android-foryou-large-ib-low,0.42%,55.31,"18,159",3.05
Colgate-Palmolive,21839579524 » am-android-foryou-large-ib-medium,0.53%,35.71,"7,036",5.07
Collegis Education,21839579524 » am-android-foryou-large-ib-high,0.64%,36.06,"2,984",12.08
Collegis Education,21839579524 » am-android-foryou-large-ib-low,0.40%,1.58,497,3.18
Collegis Education,21839579524 » am-android-foryou-large-ib-medium,0.40%,6.28,"1,238",5.08
Collette Travel Service,21839579524 » am-android-foryou-large-ib-high,9.72%,1.21,72,16.86
Collette Travel Service,21839579524 » am-android-foryou-large-ib-low,0.56%,0.59,180,3.30
Collette Travel Service,21839579524 » am-android-foryou-large-ib-medium,4.30%,0.63,93,6.78
Colombiana de Comercio,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,2,12.00
Colombiana de Comercio,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,4.34
Colombiana de Comercio,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.00
Coloplast,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.00
Colorado State University,21839579524 » am-android-foryou-large-ib-high,0.61%,1.97,164,12.01
Colorado State University,21839579524 » am-android-foryou-large-ib-low,0.39%,0.76,254,3.01
Colorado State University,21839579524 » am-android-foryou-large-ib-medium,0.00%,1.12,223,5.01
Colruyt Group,21839579524 » am-android-foryou-large-ib-high,0.00%,0.01,1,12.01
Colruyt Group,21839579524 » am-android-foryou-large-ib-low,25.00%,0.01,4,3.01
Colruyt Group,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,4,5.01
Columbia Sportswear,21839579524 » am-android-foryou-large-ib-high,2.31%,18.89,"1,561",12.10
Columbia Sportswear,21839579524 » am-android-foryou-large-ib-low,0.32%,6.54,"2,162",3.02
Columbia Sportswear,21839579524 » am-android-foryou-large-ib-medium,0.84%,11.41,"2,265",5.04
Columbia University,21839579524 » am-android-foryou-large-ib-high,3.45%,0.35,29,12.01
Columbia University,21839579524 » am-android-foryou-large-ib-low,0.00%,0.05,18,3.01
Columbia University,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.16,31,5.01
Combe Incorporated,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.08
Combo Ink,21839579524 » am-android-foryou-large-ib-high,3.00%,2.81,233,12.07
Combo Ink,21839579524 » am-android-foryou-large-ib-low,1.02%,1.80,590,3.05
Combo Ink,21839579524 » am-android-foryou-large-ib-medium,1.24%,2.44,483,5.04
Comcast Corporation,21839579524 » am-android-foryou-large-ib-high,2.17%,99.53,"8,221",12.11
Comcast Corporation,21839579524 » am-android-foryou-large-ib-low,0.91%,73.13,"24,097",3.03
Comcast Corporation,21839579524 » am-android-foryou-large-ib-medium,1.28%,88.93,"17,594",5.05
Comercializadora,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,4,3.00
Comercializadora,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.00
Commercelink,21839579524 » am-android-foryou-large-ib-high,0.00%,0.07,6,12.00
Commercelink,21839579524 » am-android-foryou-large-ib-low,2.38%,0.13,42,3.07
Commercelink,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.10,20,5.00
Common Spirit,21839579524 » am-android-foryou-large-ib-high,0.34%,25.25,"2,076",12.16
Common Spirit,21839579524 » am-android-foryou-large-ib-low,0.31%,25.40,"8,380",3.03
Common Spirit,21839579524 » am-android-foryou-large-ib-medium,0.36%,29.32,"5,820",5.04
Commonwealth Of Kentucky,21839579524 » am-android-foryou-large-ib-low,0.00%,0.10,24,4.01
Commonwealth Of Virginia,21839579524 » am-android-foryou-large-ib-high,0.00%,0.17,14,12.01
Commonwealth Of Virginia,21839579524 » am-android-foryou-large-ib-low,0.00%,0.13,44,3.01
Commonwealth Of Virginia,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.08,16,5.01
Communitaiment,21839579524 » am-android-foryou-large-ib-high,0.61%,3.99,327,12.19
Communitaiment,21839579524 » am-android-foryou-large-ib-low,0.46%,3.95,"1,306",3.02
Communitaiment,21839579524 » am-android-foryou-large-ib-medium,0.41%,4.92,973,5.06
Community Choice Credit Union,21839579524 » am-android-foryou-large-ib-low,0.33%,2.77,918,3.01
Community Choice Credit Union,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.01,1,5.94
Compagnie De Saint-gobain,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.00
Compagnie Francaise Des Loueurs De Skis,21839579524 » am-android-foryou-large-ib-high,0.00%,0.66,55,12.01
Compagnie Francaise Des Loueurs De Skis,21839579524 » am-android-foryou-large-ib-low,0.00%,0.13,36,3.71
Compagnie Francaise Des Loueurs De Skis,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.24,45,5.23
Compass Telecom,21839579524 » am-android-foryou-large-ib-high,0.00%,0.04,3,14.67
Compass Telecom,21839579524 » am-android-foryou-large-ib-low,0.00%,0.02,6,3.73
Compass Telecom,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.09,12,7.58
Competition Products Inc.,21839579524 » am-android-foryou-large-ib-high,1.77%,69.98,"5,768",12.13
Competition Products Inc.,21839579524 » am-android-foryou-large-ib-low,0.72%,15.59,"5,125",3.04
Competition Products Inc.,21839579524 » am-android-foryou-large-ib-medium,1.06%,31.85,"6,313",5.04
CompressionSale,21839579524 » am-android-foryou-large-ib-high,4.79%,13.51,815,16.57
CompressionSale,21839579524 » am-android-foryou-large-ib-low,2.73%,6.88,"2,088",3.29
CompressionSale,21839579524 » am-android-foryou-large-ib-medium,3.61%,9.12,"1,522",5.99
Comunitainment,21839579524 » am-android-foryou-large-ib-high,13.93%,10.70,890,12.03
Comunitainment,21839579524 » am-android-foryou-large-ib-low,5.79%,73.25,"24,211",3.03
Comunitainment,21839579524 » am-android-foryou-large-ib-medium,8.07%,45.60,"9,061",5.03
Con Edison Solutions,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Con Edison Solutions,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
ConAgra Brands,21839579524 » am-android-foryou-large-ib-high,0.38%,3.17,263,12.06
ConAgra Brands,21839579524 » am-android-foryou-large-ib-low,0.57%,1.58,523,3.03
ConAgra Brands,21839579524 » am-android-foryou-large-ib-medium,0.21%,2.41,474,5.08
Conduit,21839579524 » am-android-foryou-large-ib-high,5.81%,1.69,86,19.62
Conduit,21839579524 » am-android-foryou-large-ib-low,3.94%,0.43,127,3.39
Conduit,21839579524 » am-android-foryou-large-ib-medium,2.54%,0.70,118,5.92
Conference and Visitors Bureau of Montgomery County Maryland,21839579524 » am-android-foryou-large-ib-high,2.84%,7.66,634,12.08
Conference and Visitors Bureau of Montgomery County Maryland,21839579524 » am-android-foryou-large-ib-low,0.51%,7.12,"2,345",3.03
Conference and Visitors Bureau of Montgomery County Maryland,21839579524 » am-android-foryou-large-ib-medium,0.95%,8.53,"1,688",5.05
Conley's Greenhouse Manufacturing & Sales,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,3,3.01
Conley's Greenhouse Manufacturing & Sales,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.02,3,5.01
ConnectWise,21839579524 » am-android-foryou-large-ib-high,0.00%,1.02,84,12.14
ConnectWise,21839579524 » am-android-foryou-large-ib-low,0.00%,0.04,11,3.42
ConnectWise,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.14,20,7.11
Conns,21839579524 » am-android-foryou-large-ib-low,0.00%,0.03,9,3.01
Conns,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.04,8,5.01
Conrad Electronic,21839579524 » am-android-foryou-large-ib-low,0.00%,0.01,2,3.01
Conservative Review,21839579524 » am-android-foryou-large-ib-high,0.00%,0.02,1,15.04
Conservative Review,21839579524 » am-android-foryou-large-ib-low,0.00%,0.13,41,3.16
Conservative Review,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.03,5,5.54
Consim Info,21839579524 » am-android-foryou-large-ib-high,0.00%,0.14,12,12.00
Consim Info,21839579524 » am-android-foryou-large-ib-low,11.11%,0.03,9,3.19
Consim Info,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.06,11,5.00
Consolidated Credit Counseling,21839579524 » am-android-foryou-large-ib-high,8.70%,0.28,23,12.01
Consolidated Credit Counseling,21839579524 » am-android-foryou-large-ib-low,0.00%,0.11,35,3.01
Consolidated Credit Counseling,21839579524 » am-android-foryou-large-ib-medium,0.00%,0.18,35,5.07
